Price,Location,Posted,Size (sqft),Bedrooms,Bathrooms,Property Type,Tenure,URL,Facilities
"RM 270,000","1 Jalan SP 11/1, Bandar Saujana Putra, Tanjong Duabelas, Selangor","Listed on Aug 15, 2025 (3h ago)","1,022 sqft",3 Beds,2 Baths,Completion: 2026,Leasehold,https://www.propertyguru.com.my/property-listing/idaman-bsp-for-sale-by-rashidah-juremi-60365105,"Parking, Playground"
"RM 305,000","Jalan Pluto U5/138, Bandar Pinggiran Subang, Shah Alam, Selangor","Listed on Aug 15, 2025 (3h ago)",920 sqft,3 Beds,2 Baths,Apartment,Leasehold,https://www.propertyguru.com.my/property-listing/jasmin-apartment-for-sale-by-lidza-60365093,"24 hours security, Jogging track, Parking, Playground"
"RM 165,000","Jalan Putra Permai 2 Jalan Putra Permai 2, Taman Putra Permai, Seri Kembangan, Selangor","Listed on Aug 15, 2025 (3h ago)",700 sqft,3 Beds,1 Bath,Apartment,Leasehold,https://www.propertyguru.com.my/property-listing/putra-permai-block-a-for-sale-by-vee-muru-41834531,Not Listed
"RM 265,000","Jalan Eco Majestic 3A/5, Taman Semenyih Mewah, Semenyih, Selangor","Listed on Aug 15, 2025 (3h ago)",800 sqft,3 Beds,2 Baths,Completion: 2014,Freehold,https://www.propertyguru.com.my/property-listing/karisma-eco-majestic-for-sale-by-chrix-soo-34535728,"Landscaped garden, Multi-purpose hall, Parking, Playground"
"RM 265,000","Jalan Seri Putra 2/1 Jalan Seri Putra 2/3, Bandar Seri Putra, Bangi, Selangor","Listed on Aug 15, 2025 (4h ago)",931 sqft,3 Beds,2 Baths,Apartment,Freehold,https://www.propertyguru.com.my/property-listing/vista-seri-putra-for-sale-by-farhana-md-yusof-60317198,"24 hours security, Cafes, Clubhouse, Covered car park"
"RM 475,000","Jalan Kemajuan Subang, Subang Jaya, Selangor","Listed on Aug 15, 2025 (4h ago)",732 sqft,2 Beds,2 Baths,Completion: 2008,Freehold,https://www.propertyguru.com.my/property-listing/e-tiara-serviced-apartment-for-sale-by-micheal-ng-37447693,"24 hours security, Bbq, Cafes, Covered car park"
"RM 332,552","- Jalan Broga Semenyih, Taman Tasik Semenyih, Semenyih, Selangor","Listed on Aug 15, 2025 (4h ago)",967 sqft,3 Beds,3 Baths,Completion: 2015,Freehold,https://www.propertyguru.com.my/property-listing/univillage-for-sale-by-dann-ng-43228112,Parking
"RM 252,525","Pesiaran EcoHill Timur, Semenyih, Selangor","Listed on Aug 15, 2025 (4h ago)",850 sqft,3 Beds,2 Baths,Completion: 2019,Freehold,https://www.propertyguru.com.my/property-listing/d-cassia-for-sale-by-dann-ng-42385232,"24 hours security, Badminton hall, Nursery, Playground"
"RM 323,000","- Jalan Ukay Prima, Ulu Kelang, Selangor","Listed on Aug 15, 2025 (4h ago)",840 sqft,3 Beds,2 Baths,Apartment,Freehold,https://www.propertyguru.com.my/property-listing/prima-court-for-sale-by-wincent-chuah-43340531,"24 hours security, Bbq, Covered car park, Lounge"
"RM 140,000","Lestari Perdana, Seri Kembangan, Selangor","Listed on Aug 15, 2025 (4h ago)",621 sqft,3 Beds,1 Bath,Apartment,Leasehold,https://www.propertyguru.com.my/property-listing/taman-lestari-perdana-for-sale-by-kent-chong-35400429,"24 hours security, Parking"
"RM 230,000","- Jalan Kasturi, Taman Bukit Serdang, Seri Kembangan, Selangor","Listed on Aug 15, 2025 (4h ago)",800 sqft,3 Beds,2 Baths,Apartment,Leasehold,https://www.propertyguru.com.my/property-listing/pangsapuri-vista-serdang-for-sale-by-wendy-wy-42798196,"24 hours security, Badminton hall, Bbq, Covered car park"
"RM 235,000","Jalan Maju 2/1 Jalan Maju 2/1, Ampang Jaya, Ampang, Selangor","Listed on Aug 15, 2025 (4h ago)",892 sqft,3 Beds,2 Baths,Apartment,Leasehold,https://www.propertyguru.com.my/property-listing/taman-lembah-maju-600-apartment-for-sale-by-wendy-wy-43425738,Not Listed
"RM 310,000","Jalan Raintree, Jalan Raintree Utama, Taman Raintree, Batu Caves, Selangor","Listed on Aug 15, 2025 (4h ago)","1,098 sqft",3 Beds,2 Baths,Apartment,Leasehold,https://www.propertyguru.com.my/property-listing/penaga-taman-raintree-for-sale-by-ck-yap-42401147,"24 hours security, Playground, Swimming pool"
"RM 139,000","- Jalan Bukit Idaman 1, Taman Bukit Idaman, Selayang, Selangor","Listed on Aug 15, 2025 (4h ago)",650 sqft,2 Beds,1 Bath,Apartment,Freehold,https://www.propertyguru.com.my/property-listing/nuri-for-sale-by-eugene-choo-43312433,Not Listed
"RM 249,000","Jalan Sri Ehsan 1 Jalan Sri Ehsan 1, Taman Sri Ehsan, Kepong, Selangor","Listed on Aug 15, 2025 (4h ago)",911 sqft,3 Beds,2 Baths,Completion: 2013,Freehold,https://www.propertyguru.com.my/property-listing/ria-apartment-for-sale-by-eugene-choo-43227864,"24 hours security, Gym, Nursery, Playground"
"RM 320,000","Jalan SH 2/1, Selayang Heights, Selayang, Batu Caves, Selangor","Listed on Aug 15, 2025 (4h ago)","1,101 sqft",3 Beds,2 Baths,Completion: 2006,Leasehold,https://www.propertyguru.com.my/property-listing/andari-townvilla-for-sale-by-eugene-choo-43216845,"24 hours security, Cafes, Clubhouse, Perimeter fencing"
"RM 298,000","- Jalan Kinrara Seksyen 3, Taman Kinrara, Bandar Kinrara, Selangor","Listed on Aug 15, 2025 (4h ago)","1,052 sqft",3 Beds,2 Baths,Completion: 2000,Leasehold,https://www.propertyguru.com.my/property-listing/vista-lavender-for-sale-by-helen-wan-41875530,"24 hours security, Bbq, Cafes, Clubhouse"
"RM 248,000","- Jalan Kinrara Seksyen 3, Taman Kinrara, Bandar Kinrara, Selangor","Listed on Aug 15, 2025 (4h ago)",852 sqft,3 Beds,2 Baths,Completion: 2000,Leasehold,https://www.propertyguru.com.my/property-listing/vista-lavender-for-sale-by-helen-wan-42568394,"24 hours security, Bbq, Cafes, Clubhouse"
"RM 300,000","- Jalan Kinrara Seksyen 3, Taman Kinrara, Bandar Kinrara, Selangor","Listed on Aug 15, 2025 (4h ago)","1,052 sqft",3 Beds,2 Baths,Completion: 2000,Leasehold,https://www.propertyguru.com.my/property-listing/vista-lavender-for-sale-by-helen-wan-60053622,"24 hours security, Bbq, Cafes, Clubhouse"
"RM 240,000","- Jalan Perdana 2/1, Pandan Perdana, Ampang, Selangor","Listed on Aug 15, 2025 (4h ago)",806 sqft,3 Beds,2 Baths,Apartment,Leasehold,https://www.propertyguru.com.my/property-listing/perdana-villa-for-sale-by-kent-chong-42996238,Not Listed
"RM 200,000","Jalan Putra Permai 2 Jalan Putra Permai 2, Taman Putra Permai, Seri Kembangan, Selangor","Listed on Aug 15, 2025 (5h ago)",790 sqft,3 Beds,2 Baths,Apartment,Leasehold,https://www.propertyguru.com.my/property-listing/putra-permai-block-a-for-sale-by-kent-chong-42092676,Not Listed
"RM 185,000","- Jalan Bukit Idaman 6, Taman Bukit Idaman, Selayang, Selangor","Listed on Aug 15, 2025 (5h ago)",667 sqft,3 Beds,1 Bath,Apartment,Leasehold,https://www.propertyguru.com.my/property-listing/bangau-for-sale-by-cheong-kl-41748180,Not Listed
"RM 280,000","- Jalan Wawasan 4/2, Pusat Bandar Puchong, Puchong, Selangor","Listed on Aug 15, 2025 (5h ago)",850 sqft,3 Beds,2 Baths,Apartment,Freehold,https://www.propertyguru.com.my/property-listing/d-palma-for-sale-by-damon-heng-42530918,"24 hours security, Covered car park, Playground, Swimming pool"
"RM 531,000","Jalan PJU 1A/3, Ara Damansara, Selangor","Listed on Aug 15, 2025 (5h ago)","1,024 sqft",3 Beds,2 Baths,Completion: 2017,Freehold,https://www.propertyguru.com.my/property-listing/maisson-for-sale-by-jason-tang-60364780,"24 hours security, Covered car park, Gym, Landscaped garden"
"RM 257,000","25 Selayang, Selangor, Selayang, Selangor","Listed on Aug 15, 2025 (5h ago)",825 sqft,3 Beds,2 Baths,Completion: 2011,Leasehold,https://www.propertyguru.com.my/property-listing/162-residency-for-sale-by-faliyana-binti-muda-500025635,"24 hours security, Covered car park, Multi-purpose hall, Perimeter fencing"
"RM 250,000","- Jalan Taman Kinrara 4/9, Bandar Kinrara, Selangor","Listed on Aug 15, 2025 (5h ago)",800 sqft,3 Beds,2 Baths,Completion: 2002,Leasehold,https://www.propertyguru.com.my/property-listing/sri-sunway-apartment-for-sale-by-katherine-lam-42884261,"24 hours security, Badminton hall, Bbq, Covered car park"
"RM 185,000","Serdang Heights Serdang Heights, Seri Kembangan, Selangor","Listed on Aug 15, 2025 (5h ago)",872 sqft,3 Beds,2 Baths,Apartment,Freehold,https://www.propertyguru.com.my/property-listing/cahaya-villa-residence-for-sale-by-p-m-chan-60186684,"24 hours security, Covered car park"
"RM 175,000","Jln Sepakat Indah 6 Jalan Sepakat Indah 6, Taman Kajang Indah, Taman Sepakat Indah, Kajang, Selangor","Listed on Aug 15, 2025 (5h ago)",854 sqft,3 Beds,2 Baths,Apartment,Freehold,https://www.propertyguru.com.my/property-listing/sri-ros-apartment-for-sale-by-arif-ms-43107993,"24 hours security, Covered car park"
"RM 850,000","Jalan Batu Nilam 34, Bandar Bukit Tinggi 2, Klang, Selangor","Listed on Aug 15, 2025 (5h ago)","1,400 sqft",4 Beds,4 Baths,Apartment,Freehold,https://www.propertyguru.com.my/property-listing/bandar-bukit-tinggi-2-for-sale-by-gunasegaren-egesvaran-60364742,Parking
"RM 239,000","Jalan Desa Millennia, Puchong, Selangor","Listed on Aug 15, 2025 (5h ago)",810 sqft,3 Beds,2 Baths,Completion: 2007,Leasehold,https://www.propertyguru.com.my/property-listing/vistaria-for-sale-by-bryan-ching-43324680,"24 hours security, Covered car park, Playground"
"RM 230,000","Jalan Desa Millennia, Puchong, Selangor","Listed on Aug 15, 2025 (5h ago)",810 sqft,3 Beds,2 Baths,Completion: 2007,Leasehold,https://www.propertyguru.com.my/property-listing/vistaria-for-sale-by-bryan-ching-42443978,"24 hours security, Covered car park, Playground"
"RM 330,000","10 Jalan Sepah Puteri 5/1, Kota Damansara, Selangor","Listed on Aug 15, 2025 (5h ago)",900 sqft,3 Beds,2 Baths,Apartment,Leasehold,https://www.propertyguru.com.my/property-listing/pangsapuri-carmila-for-sale-by-michelle-chow-60004734,"Bbq, Lounge, Nursery, Parking"
"RM 380,000","- Jalan Camar 4/1, Kota Damansara, Selangor","Listed on Aug 15, 2025 (5h ago)","1,000 sqft",3 Beds,2 Baths,Completion: 2005,Leasehold,https://www.propertyguru.com.my/property-listing/d-shire-villa-for-sale-by-michelle-chow-60004687,"24 hours security, Cafes, Clubhouse, Covered car park"
"RM 81,000","Jalan Gamelan Jalan Gamelan Off Persiaran Sungai Keramat, Bandar Bukit Raja, Klang, Selangor","Listed on Aug 15, 2025 (6h ago)",657 sqft,3 Beds,1 Bath,Apartment,Freehold,https://www.propertyguru.com.my/property-listing/rebana-flat-for-sale-by-jamie-loke-60364680,"Perimeter fencing, Surau (male & female)"
"RM 190,000","Jalan SP 2/7 Jalan Subang Perdana, Shah Alam, Selangor","Listed on Aug 15, 2025 (6h ago)",650 sqft,3 Beds,1 Bath,Apartment,Leasehold,https://www.propertyguru.com.my/property-listing/taman-subang-perdana-for-sale-by-shamsiah-ajmain-500025557,Retail stores
"RM 250,000","1 No. 1, Jalan Lompat Pagar 13/37, Seksyen 13, Shah Alam, Selangor","Listed on Aug 15, 2025 (7h ago)",850 sqft,3 Beds,2 Baths,Completion: 2000,Leasehold,https://www.propertyguru.com.my/property-listing/pangsapuri-perdana-for-sale-by-faizul-zamrod-43423930,"24 hours security, Covered car park, Perimeter fencing, Playground"
"RM 310,000","Jalan Pju 10/1C, Damansara Damai, Selangor","Listed on Aug 15, 2025 (7h ago)",850 sqft,3 Beds,2 Baths,Apartment,Leasehold,https://www.propertyguru.com.my/property-listing/saujana-apartment-for-sale-by-haikal-hakim-60364578,"24 hours security, Covered car park, Laundry, Playground"
"RM 298,000","Jalan Pju 8/9, Damansara Perdana, Selangor","Listed on Aug 15, 2025 (7h ago)","1,080 sqft",3 Beds,2 Baths,Apartment,Leasehold,https://www.propertyguru.com.my/property-listing/flora-damansara-apartment-for-sale-by-edwin-ng-500025517,24 hours security
"RM 310,000","Jalan Kuching, Prima Selayang, Selayang, Selangor","Listed on Aug 15, 2025 (7h ago)",620 sqft,1 Bed,2 Baths,Apartment,Leasehold,https://www.propertyguru.com.my/property-listing/168-park-residensi-selayang-for-sale-by-jack-liew-42880158,Parking
"RM 240,000","Jalan PJU 1a/4a Jalan PJU 1a/4a, Taman Kelana Idaman, Ara Damansara, Selangor","Listed on Aug 15, 2025 (7h ago)",850 sqft,3 Beds,2 Baths,Apartment,Leasehold,https://www.propertyguru.com.my/property-listing/kelana-idaman-for-sale-by-jasmine-loo-38797759,"Multi-purpose hall, Surau (male & female)"
"RM 319,000","3 Jalan SS 25/41, Taman Mayang, Kelana Jaya, Petaling Jaya, Selangor","Listed on Aug 15, 2025 (8h ago)",975 sqft,3 Beds,2 Baths,Apartment,Freehold,https://www.propertyguru.com.my/property-listing/apartment-sri-mayang-for-sale-by-jasmine-loo-41605641,"24 hours security, Covered car park, Perimeter fencing"
"RM 630,000","Jalan PJU 1a/3 Jalan PJU 1a/3, Ara Damansara, Selangor","Listed on Aug 15, 2025 (9h ago)",750 sqft,3 Beds,2 Baths,Completion: 2017,Freehold,https://www.propertyguru.com.my/property-listing/h2o-residences-for-sale-by-racheel-chang-42534776,"24 hours security, Basketball court, Bbq, Clubhouse"
"RM 430,000","Southville City Jalan BLS 2, Bangi, Selangor","Listed on Aug 15, 2025 (9h ago)",950 sqft,3 Beds,2 Baths,Completion: 2018,Freehold,https://www.propertyguru.com.my/property-listing/savanna-executive-suite-southville-city-for-sale-by-racheel-chang-42541179,"24 hours security, Bbq, Covered car park, Gym"
"RM 68,000","Lorong Hulubalang 10c, Taman Sentosa, Klang, Selangor","Listed on Aug 15, 2025 (11h ago)",645 sqft,3 Beds,2 Baths,Completion: 1999,Freehold,https://www.propertyguru.com.my/property-listing/flat-fasa-dinasti-for-sale-by-kelly-lim-60313705,Parking
"RM 250,000","Jalan Rebung Utama Jalan Rebung Utama Off Jalan Hospital, Taman Valencia, Valencia, Sungai Buloh, Selangor","Listed on Aug 15, 2025 (12h ago)","1,000 sqft",3 Beds,2 Baths,Apartment,Leasehold,https://www.propertyguru.com.my/property-listing/pangsapuri-danau-bayu-for-sale-by-leanne-chia-500025468,"24 hours security, Covered car park"
"RM 250,000","Jalan SP 4 Taman Sri Putra, Sungai Buloh, Selangor","Listed on Aug 15, 2025 (12h ago)","1,000 sqft",3 Beds,2 Baths,Completion: 2013,Freehold,https://www.propertyguru.com.my/property-listing/sri-putra-apartment-sungai-buloh-for-sale-by-leanne-chia-500025464,"24 hours security, Perimeter fencing"
"RM 250,000","Jln Kati F, U19, Kampung Baru Sungai Buloh, Sungai Buloh, Selangor","Listed on Aug 15, 2025 (13h ago)","1,000 sqft (floor),",3 Beds,2 Baths,Apartment,Freehold,https://www.propertyguru.com.my/property-listing/apartment-medan-mas-for-sale-by-leanne-chia-500025450,"24 hours security, Parking"
"RM 300,000","- Jalan Mirage 3, Cyberjaya, Selangor","Listed on Aug 15, 2025 (15h ago)","1,012 sqft",2 Beds,2 Baths,Completion: 2014,Freehold,https://www.propertyguru.com.my/property-listing/mirage-by-the-lake-for-sale-by-jaze-ong-60364354,"24 hours security, Badminton hall, Bbq, Gym"
"RM 380,000","Precinct 12 Jalan Setia Perdana U13/28, Alam Nusantara, Setia Alam, Selangor","Listed on Aug 15, 2025 (15h ago)",700 sqft,3 Beds,2 Baths,Apartment,Freehold,https://www.propertyguru.com.my/property-listing/suria-ixora-for-sale-by-lay-kien-500025327,"24 hours security, Basketball court, Multi-purpose hall, Swimming pool"
"RM 200,000","Jalan Eco Majestic3A/5, Semenyih, Eco Majestic, Semenyih, Selangor","Listed on Aug 14, 2025 (15h ago)",750 sqft,3 Beds,2 Baths,Completion: 2019,Freehold,https://www.propertyguru.com.my/property-listing/simfoni-eco-majestic-for-sale-by-jayden-ong-500003777,Parking
"RM 260,000","U5 Jalan Zuhrah U5/155, Shah Alam, Selangor","Listed on Aug 14, 2025 (15h ago)",550 sqft,2 Beds,2 Baths,Completion: 2022,Leasehold,https://www.propertyguru.com.my/property-listing/nadayu-801-for-sale-by-ying-lee-60133947,"24 hours security, Badminton hall, Bbq, Cafes"
"RM 430,000","U5 Jalan Zuhrah U5/155, Shah Alam, Selangor","Listed on Aug 14, 2025 (15h ago)",808 sqft,3 Beds,2 Baths,Completion: 2022,Leasehold,https://www.propertyguru.com.my/property-listing/nadayu-801-for-sale-by-ying-lee-60096188,"24 hours security, Badminton hall, Bbq, Cafes"
"RM 450,000","Jalan SS 6/2, SS6, Petaling Jaya, Selangor","Listed on Aug 14, 2025 (15h ago)",452 sqft,1 Bed,1 Bath,Completion: 2020,Freehold,https://www.propertyguru.com.my/property-listing/highpark-suites-for-sale-by-ivan-lim-60279642,"24 hours security, Basketball court, Bbq, Covered car park"
"RM 450,000","Jalan SS 6/2, SS6, Petaling Jaya, Selangor","Listed on Aug 14, 2025 (15h ago)",452 sqft,1 Bed,1 Bath,Completion: 2020,Freehold,https://www.propertyguru.com.my/property-listing/highpark-suites-for-sale-by-ivan-lim-60177972,"24 hours security, Basketball court, Bbq, Covered car park"
"RM 260,000","Jalan U6/20 Jalan Sungai Buloh, Shah Alam, Selangor","Listed on Aug 14, 2025 (15h ago)",600 sqft,2 Beds,1 Bath,Apartment,Freehold,https://www.propertyguru.com.my/property-listing/seiring-residensi-for-sale-by-ying-lee-60307750,"24 hours security, Badminton hall, Basketball court, Bbq"
"RM 330,000","- Jalan Bukit Indah 3/4, Ulu Kelang, Selangor","Listed on Aug 14, 2025 (16h ago)",850 sqft,3 Beds,2 Baths,Apartment,Leasehold,https://www.propertyguru.com.my/property-listing/apartment-okid-for-sale-by-mohd-azwan-izhar-60364257,24 hours security
"RM 285,000","- Jalan Mawar, Taman Bukit Serdang, Section 8, 43300, Serdang, Seri Kembangan, Selangor","Listed on Aug 14, 2025 (16h ago)",870 sqft,3 Beds,2 Baths,Apartment,Freehold,https://www.propertyguru.com.my/property-listing/pangsapuri-bayu-for-sale-by-mohd-shafik-42416987,"24 hours security, Bbq, Covered car park, Lounge"
"RM 270,000","Lebuh Utama Tun Hussein Onn, Bandar Tun Hussein Onn, Cheras, Selangor","Listed on Aug 14, 2025 (16h ago)",550 sqft,2 Beds,1 Bath,Apartment,Freehold,https://www.propertyguru.com.my/property-listing/the-netizen-for-sale-by-fan-eugene-43325676,"24 hours security, Bbq, Perimeter fencing"
"RM 185,000","Jalan 9/1, Bandar Baru Bangi, Bangi, Selangor","Listed on Aug 14, 2025 (16h ago)",750 sqft,3 Beds,2 Baths,Apartment,Leasehold,https://www.propertyguru.com.my/property-listing/cempaka-sari-for-sale-by-zaimah-zamri-60275613,Parking
"RM 400,000","Jalan PJS 3/54, Taman Medan, Petaling Jaya, Selangor","Listed on Aug 14, 2025 (17h ago)",850 sqft,3 Beds,2 Baths,Apartment,Leasehold,https://www.propertyguru.com.my/property-listing/residensi-medan-for-sale-by-natasha-shadan-60364079,Not Listed
"RM 350,000","Jalan 13D, Ampang Jaya, Ampang, Selangor","Listed on Aug 14, 2025 (17h ago)","1,013 sqft",3 Beds,2 Baths,Apartment,Leasehold,https://www.propertyguru.com.my/property-listing/pangsapuri-permai-putera-for-sale-by-m-j-zairin-60364076,"24 hours security, Covered car park"
"RM 320,000","- Jalan Wawasan 4/12, Taman Wawasan, Puchong, Selangor","Listed on Aug 14, 2025 (17h ago)",900 sqft,3 Beds,2 Baths,Apartment,Freehold,https://www.propertyguru.com.my/property-listing/pangsapuri-saraka-for-sale-by-dave-tan-38473181,"24 hours security, Badminton hall, Bbq, Covered car park"
"RM 278,000","- Jalan Pekan Baru, Klang, Selangor","Listed on Aug 14, 2025 (17h ago)",883 sqft,3 Beds,2 Baths,Completion: 2009,Freehold,https://www.propertyguru.com.my/property-listing/pelangi-court-for-sale-by-liong-han-500025159,"24 hours security, Bbq, Covered car park, Jogging track"
"RM 220,000","- Jalan SP 1/3, Tmn Segar Perdana, Taman Segar Perdana, Cheras, Selangor","Listed on Aug 14, 2025 (17h ago)",764 sqft,3 Beds,2 Baths,Apartment,Leasehold,https://www.propertyguru.com.my/property-listing/pangsapuri-segar-perdana-for-sale-by-yuki-lam-43387783,24 hours security
"RM 550,000","Jalan Mutiara 4/5 Taman Selayang Mutiara, Selayang, Selangor","Listed on Aug 14, 2025 (17h ago)","850 sqft (floor),",3 Beds,2 Baths,Apartment,Leasehold,https://www.propertyguru.com.my/property-listing/taman-selayang-mutiara-for-sale-by-sk-luk-500025121,"Parking, Surau (male & female)"
